action_const,resource_const,action_class,superclass,classification,auth_effective,auth,route,http_method,blocking,file,line_start,line_end,applies_to_resource_file,desc,allow_conditions,restrict_lines,input_whitelist,input_blacklist,output_whitelist,output_blacklist,runtime_checks,authorize_blocks,authorize_effective,parent_resource_const
VpsAdmin::API::Resources::Dataset::PropertyHistory::Show,VpsAdmin::API::Resources::Dataset::PropertyHistory,Show,HaveAPI::Actions::Default::Show,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/dataset.rb,848,870,,,"[""u.role == :admin"", ""(allow)""]","[""user: u""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 857, ""line_start"": 853, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict user: u\n          allow\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 857, ""line_start"": 853, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict user: u\n          allow\n        end""}",
VpsAdmin::API::Resources::Dataset::Snapshot::Create,VpsAdmin::API::Resources::Dataset::Snapshot,Create,HaveAPI::Actions::Default::Create,owner_or_admin,True,True,,,True,api/lib/vpsadmin/api/resources/dataset.rb,530,571,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 546, ""line_start"": 542, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict user_id: u.id\n          allow\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 546, ""line_start"": 542, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict user_id: u.id\n          allow\n        end""}",
VpsAdmin::API::Resources::Dataset::Snapshot::Delete,VpsAdmin::API::Resources::Dataset::Snapshot,Delete,HaveAPI::Actions::Default::Delete,owner_or_admin,True,True,,,True,api/lib/vpsadmin/api/resources/dataset.rb,573,607,,,"[""u.role == :admin"", ""(allow)""]","[""datasets: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 581, ""line_start"": 577, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 581, ""line_start"": 577, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}",
VpsAdmin::API::Resources::Dataset::Snapshot::Index,VpsAdmin::API::Resources::Dataset::Snapshot,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/dataset.rb,472,502,,,"[""u.role == :admin"", ""(allow)""]","[""datasets: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 487, ""line_start"": 483, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 487, ""line_start"": 483, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}",
VpsAdmin::API::Resources::Dataset::Snapshot::Rollback,VpsAdmin::API::Resources::Dataset::Snapshot,Rollback,HaveAPI::Action,owner_or_admin,True,True,{%{resource}_id}/rollback,post,True,api/lib/vpsadmin/api/resources/dataset.rb,609,674,,,"[""u.role == :admin"", ""(allow)""]","[""datasets: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 619, ""line_start"": 615, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 619, ""line_start"": 615, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}",
VpsAdmin::API::Resources::Dataset::Snapshot::Show,VpsAdmin::API::Resources::Dataset::Snapshot,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/dataset.rb,504,528,,,"[""u.role == :admin"", ""(allow)""]","[""datasets: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 516, ""line_start"": 512, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset.rb"", ""kind"": ""inclass"", ""line_end"": 516, ""line_start"": 512, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}",
VpsAdmin::API::Resources::DatasetExpansion::Create,VpsAdmin::API::Resources::DatasetExpansion,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,True,api/lib/vpsadmin/api/resources/dataset_expansion.rb,82,129,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 103, ""line_start"": 101, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 103, ""line_start"": 101, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::DatasetExpansion::Index,VpsAdmin::API::Resources::DatasetExpansion,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/dataset_expansion.rb,32,56,,,"[""u.role == :admin"", ""(allow)""]","[""datasets: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 43, ""line_start"": 39, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict datasets: { user_id: u.id }\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 43, ""line_start"": 39, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict datasets: { user_id: u.id }\n        allow\n      end""}",
VpsAdmin::API::Resources::DatasetExpansion::RegisterExpanded,VpsAdmin::API::Resources::DatasetExpansion,RegisterExpanded,HaveAPI::Action,admin_only,True,True,register_expanded,post,False,api/lib/vpsadmin/api/resources/dataset_expansion.rb,154,201,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 176, ""line_start"": 174, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 176, ""line_start"": 174, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::DatasetExpansion::Show,VpsAdmin::API::Resources::DatasetExpansion,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/dataset_expansion.rb,58,80,,,"[""u.role == :admin"", ""(allow)""]","[""datasets: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 69, ""line_start"": 65, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict datasets: { user_id: u.id }\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 69, ""line_start"": 65, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict datasets: { user_id: u.id }\n        allow\n      end""}",
VpsAdmin::API::Resources::DatasetExpansion::Update,VpsAdmin::API::Resources::DatasetExpansion,Update,HaveAPI::Actions::Default::Update,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/dataset_expansion.rb,131,152,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 144, ""line_start"": 142, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 144, ""line_start"": 142, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::DatasetExpansion::History::Create,VpsAdmin::API::Resources::DatasetExpansion::History,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,True,api/lib/vpsadmin/api/resources/dataset_expansion.rb,273,306,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 287, ""line_start"": 285, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 287, ""line_start"": 285, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::DatasetExpansion::History::Index,VpsAdmin::API::Resources::DatasetExpansion::History,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/dataset_expansion.rb,217,243,,,"[""u.role == :admin"", ""(allow)""]","[""datasets: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 228, ""line_start"": 224, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 228, ""line_start"": 224, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}",
VpsAdmin::API::Resources::DatasetExpansion::History::Show,VpsAdmin::API::Resources::DatasetExpansion::History,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/dataset_expansion.rb,245,271,,,"[""u.role == :admin"", ""(allow)""]","[""datasets: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 257, ""line_start"": 253, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_expansion.rb"", ""kind"": ""inclass"", ""line_end"": 257, ""line_start"": 253, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n          restrict datasets: { user_id: u.id }\n          allow\n        end""}",
VpsAdmin::API::Resources::DatasetPlan::Index,VpsAdmin::API::Resources::DatasetPlan,Index,HaveAPI::Actions::Default::Index,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/dataset_plan.rb,19,33,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_plan.rb"", ""kind"": ""inclass"", ""line_end"": 28, ""line_start"": 26, ""snippet"": ""    authorize do |_u|\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_plan.rb"", ""kind"": ""inclass"", ""line_end"": 28, ""line_start"": 26, ""snippet"": ""    authorize do |_u|\n      allow\n    end""}",
VpsAdmin::API::Resources::DatasetPlan::Show,VpsAdmin::API::Resources::DatasetPlan,Show,HaveAPI::Actions::Default::Show,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/dataset_plan.rb,35,49,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/dataset_plan.rb"", ""kind"": ""inclass"", ""line_end"": 44, ""line_start"": 42, ""snippet"": ""    authorize do |_u|\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/dataset_plan.rb"", ""kind"": ""inclass"", ""line_end"": 44, ""line_start"": 42, ""snippet"": ""    authorize do |_u|\n      allow\n    end""}",
VpsAdmin::API::Resources::Debug::ArrayTop,VpsAdmin::API::Resources::Debug,ArrayTop,HaveAPI::Action,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/debug.rb,82,125,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/debug.rb"", ""kind"": ""inclass"", ""line_end"": 96, ""line_start"": 94, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/debug.rb"", ""kind"": ""inclass"", ""line_end"": 96, ""line_start"": 94, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::Debug::HashTop,VpsAdmin::API::Resources::Debug,HashTop,HaveAPI::Action,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/debug.rb,37,80,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/debug.rb"", ""kind"": ""inclass"", ""line_end"": 51, ""line_start"": 49, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/debug.rb"", ""kind"": ""inclass"", ""line_end"": 51, ""line_start"": 49, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::Debug::ListObjectCounts,VpsAdmin::API::Resources::Debug,ListObjectCounts,HaveAPI::Action,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/debug.rb,7,35,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/debug.rb"", ""kind"": ""inclass"", ""line_end"": 17, ""line_start"": 15, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/debug.rb"", ""kind"": ""inclass"", ""line_end"": 17, ""line_start"": 15, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::DefaultObjectClusterResource::Create,VpsAdmin::API::Resources::DefaultObjectClusterResource,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb,72,96,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb"", ""kind"": ""inclass"", ""line_end"": 89, ""line_start"": 87, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb"", ""kind"": ""inclass"", ""line_end"": 89, ""line_start"": 87, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::DefaultObjectClusterResource::Delete,VpsAdmin::API::Resources::DefaultObjectClusterResource,Delete,HaveAPI::Actions::Default::Delete,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb,121,134,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb"", ""kind"": ""inclass"", ""line_end"": 126, ""line_start"": 124, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb"", ""kind"": ""inclass"", ""line_end"": 126, ""line_start"": 124, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::DefaultObjectClusterResource::Index,VpsAdmin::API::Resources::DefaultObjectClusterResource,Index,HaveAPI::Actions::Default::Index,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb,18,50,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb"", ""kind"": ""inclass"", ""line_end"": 31, ""line_start"": 29, ""snippet"": ""      authorize do\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb"", ""kind"": ""inclass"", ""line_end"": 31, ""line_start"": 29, ""snippet"": ""      authorize do\n        allow\n      end""}",
VpsAdmin::API::Resources::DefaultObjectClusterResource::Show,VpsAdmin::API::Resources::DefaultObjectClusterResource,Show,HaveAPI::Actions::Default::Show,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb,52,70,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb"", ""kind"": ""inclass"", ""line_end"": 61, ""line_start"": 59, ""snippet"": ""      authorize do\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/default_object_cluster_resource.rb"", ""kind"": ""inclass"", ""line_end"": 61, ""line_start"": 59, ""snippet"": ""      authorize do\n        allow\n      end""}",
